gsm,type,geo_id,platform.new,drug_name,DiseaseState,cell_type,TissueID,TissueName,ale_text_sex,ale_expr_sex,ale_expr_sex_post,cell_line
GSM1230636,pert,GSE50830,GPL570,eribulin|paclitaxel,1,"Cells|Cultured Cell Line|Tumor cells, malignant",0,"tissues, cell types and enzyme sources",,female,0.657435239,NA
GSM1230637,pert,GSE50830,GPL570,eribulin|paclitaxel,1,"Cells|Cultured Cell Line|Tumor cells, malignant",0,"tissues, cell types and enzyme sources",,female,0.673152733,NA
GSM1230638,pert,GSE50830,GPL570,eribulin|paclitaxel,1,"Cells|Cultured Cell Line|Tumor cells, malignant",0,"tissues, cell types and enzyme sources",,female,0.581647703,NA
GSM1230624,pert,GSE50830,GPL570,eribulin|paclitaxel,1,"Cells|Cultured Cell Line|Tumor cells, malignant",0,"tissues, cell types and enzyme sources",,female,0.945840801,NA
GSM1230625,pert,GSE50830,GPL570,eribulin|paclitaxel,1,"Cells|Cultured Cell Line|Tumor cells, malignant",0,"tissues, cell types and enzyme sources",,female,0.855803756,NA
GSM1230626,pert,GSE50830,GPL570,eribulin|paclitaxel,1,"Cells|Cultured Cell Line|Tumor cells, malignant",0,"tissues, cell types and enzyme sources",,female,0.947147383,NA
GSM1230627,pert,GSE50830,GPL570,eribulin|paclitaxel,1,"Cells|Cultured Cell Line|Tumor cells, malignant",0,"tissues, cell types and enzyme sources",,female,0.894936769,NA
GSM1230628,pert,GSE50830,GPL570,eribulin|paclitaxel,1,"Cells|Cultured Cell Line|Tumor cells, malignant",0,"tissues, cell types and enzyme sources",,female,0.895308457,NA
GSM1230629,pert,GSE50830,GPL570,eribulin|paclitaxel,1,"Cells|Cultured Cell Line|Tumor cells, malignant",0,"tissues, cell types and enzyme sources",,female,0.88046702,NA
GSM1230669,pert,GSE50830,GPL570,eribulin|paclitaxel,1,"Cells|Cultured Cell Line|Tumor cells, malignant",0,"tissues, cell types and enzyme sources",,female,0.982112146,NA
GSM1230670,pert,GSE50830,GPL570,eribulin|paclitaxel,1,"Cells|Cultured Cell Line|Tumor cells, malignant",0,"tissues, cell types and enzyme sources",,female,0.981613652,NA
GSM1230671,pert,GSE50830,GPL570,eribulin|paclitaxel,1,"Cells|Cultured Cell Line|Tumor cells, malignant",0,"tissues, cell types and enzyme sources",,female,0.994063789,NA
GSM1230672,pert,GSE50830,GPL570,eribulin|paclitaxel,1,"Cells|Cultured Cell Line|Tumor cells, malignant",0,"tissues, cell types and enzyme sources",,female,0.990417258,NA
GSM1230673,pert,GSE50830,GPL570,eribulin|paclitaxel,1,"Cells|Cultured Cell Line|Tumor cells, malignant",0,"tissues, cell types and enzyme sources",,female,0.986265397,NA
GSM1230660,pert,GSE50830,GPL570,eribulin|paclitaxel,1,"Cells|Cultured Cell Line|Tumor cells, malignant",0,"tissues, cell types and enzyme sources",,female,0.913340923,NA
GSM1230661,pert,GSE50830,GPL570,eribulin|paclitaxel,1,"Cells|Cultured Cell Line|Tumor cells, malignant",0,"tissues, cell types and enzyme sources",,female,0.861822657,NA
GSM1230662,pert,GSE50830,GPL570,eribulin|paclitaxel,1,"Cells|Cultured Cell Line|Tumor cells, malignant",0,"tissues, cell types and enzyme sources",,female,0.910892897,NA
GSM1230663,pert,GSE50830,GPL570,eribulin|paclitaxel,1,"Cells|Cultured Cell Line|Tumor cells, malignant",0,"tissues, cell types and enzyme sources",,female,0.933273726,NA
GSM1230664,pert,GSE50830,GPL570,eribulin|paclitaxel,1,"Cells|Cultured Cell Line|Tumor cells, malignant",0,"tissues, cell types and enzyme sources",,female,0.938037924,NA
GSM1230665,pert,GSE50830,GPL570,eribulin|paclitaxel,1,"Cells|Cultured Cell Line|Tumor cells, malignant",0,"tissues, cell types and enzyme sources",,female,0.938371231,NA
GSM889501,pert,GSE36355,GPL6883,,NA,Cells|Embryonic Stem Cells,NA,NA,NA,NA,NA,NA
GSM889503,pert,GSE36355,GPL6883,,NA,Cells|Embryonic Stem Cells,NA,NA,NA,NA,NA,NA
GSM889493,pert,GSE36355,GPL6883,,NA,Cells|Embryonic Stem Cells,NA,NA,NA,NA,NA,NA
GSM889495,pert,GSE36355,GPL6883,,NA,Cells|Embryonic Stem Cells,NA,NA,NA,NA,NA,NA
GSM1168912,pert,GSE48119,GPL6947,,0,Body tissue|Leukocytes|whole blood specimen,89,blood,M,male,0.960454811,FALSE
GSM1168916,pert,GSE48119,GPL6947,,0,Body tissue|Leukocytes|whole blood specimen,89,blood,M,male,0.976382515,FALSE
GSM1168919,pert,GSE48119,GPL6947,,0,Body tissue|Leukocytes|whole blood specimen,89,blood,M,male,0.950785307,FALSE
GSM1168921,pert,GSE48119,GPL6947,,0,Body tissue|Leukocytes|whole blood specimen,89,blood,M,male,0.992902185,FALSE
GSM1168923,pert,GSE48119,GPL6947,,0,Body tissue|Leukocytes|whole blood specimen,89,blood,M,male,0.958749769,FALSE
GSM1168927,pert,GSE48119,GPL6947,,0,Body tissue|Leukocytes|whole blood specimen,89,blood,M,male,0.933206634,FALSE
GSM1168929,pert,GSE48119,GPL6947,,0,Body tissue|Leukocytes|whole blood specimen,89,blood,M,male,0.98388542,FALSE
GSM1168932,pert,GSE48119,GPL6947,,0,Body tissue|Leukocytes|whole blood specimen,89,blood,M,male,0.959255689,FALSE
GSM1168936,pert,GSE48119,GPL6947,,0,Body tissue|Leukocytes|whole blood specimen,89,blood,M,male,0.975738413,FALSE
GSM1168940,pert,GSE48119,GPL6947,,0,Body tissue|Leukocytes|whole blood specimen,89,blood,M,male,0.979656548,FALSE
GSM1168943,pert,GSE48119,GPL6947,,0,Body tissue|Leukocytes|whole blood specimen,89,blood,M,male,0.940795145,FALSE
GSM1168945,pert,GSE48119,GPL6947,,0,Body tissue|Leukocytes|whole blood specimen,89,blood,M,male,0.968657339,FALSE
GSM1168947,pert,GSE48119,GPL6947,,0,Body tissue|Leukocytes|whole blood specimen,89,blood,M,male,0.988857599,FALSE
GSM1168951,pert,GSE48119,GPL6947,,0,Body tissue|Leukocytes|whole blood specimen,89,blood,M,male,0.969291666,FALSE
GSM1168953,pert,GSE48119,GPL6947,,0,Body tissue|Leukocytes|whole blood specimen,89,blood,M,male,0.94879009,FALSE
GSM1168956,pert,GSE48119,GPL6947,,0,Body tissue|Leukocytes|whole blood specimen,89,blood,M,male,0.954523639,FALSE
GSM1230875,pert,GSE50831,GPL570,eribulin|paclitaxel,1,"Cells|Cultured Cell Line|Ovarian|Tumor cells, malignant",0,"tissues, cell types and enzyme sources",F,female,0.706992253,NA
GSM1230876,pert,GSE50831,GPL570,eribulin|paclitaxel,1,"Cells|Cultured Cell Line|Ovarian|Tumor cells, malignant",0,"tissues, cell types and enzyme sources",F,female,0.501708297,NA
GSM1230877,pert,GSE50831,GPL570,eribulin|paclitaxel,1,"Cells|Cultured Cell Line|Ovarian|Tumor cells, malignant",0,"tissues, cell types and enzyme sources",F,female,0.573970861,NA
GSM1230878,pert,GSE50831,GPL570,eribulin|paclitaxel,1,"Cells|Cultured Cell Line|Ovarian|Tumor cells, malignant",0,"tissues, cell types and enzyme sources",F,female,0.60074163,NA
GSM1230879,pert,GSE50831,GPL570,eribulin|paclitaxel,1,"Cells|Cultured Cell Line|Ovarian|Tumor cells, malignant",0,"tissues, cell types and enzyme sources",F,female,0.709926353,NA
GSM1230880,pert,GSE50831,GPL570,eribulin|paclitaxel,1,"Cells|Cultured Cell Line|Ovarian|Tumor cells, malignant",0,"tissues, cell types and enzyme sources",F,female,0.639449458,NA
GSM1230866,pert,GSE50831,GPL570,eribulin|paclitaxel,1,"Cells|Cultured Cell Line|Ovarian|Tumor cells, malignant",0,"tissues, cell types and enzyme sources",F,female,0.757856699,NA
GSM1230867,pert,GSE50831,GPL570,eribulin|paclitaxel,1,"Cells|Cultured Cell Line|Ovarian|Tumor cells, malignant",0,"tissues, cell types and enzyme sources",F,female,0.756625627,NA
GSM1230868,pert,GSE50831,GPL570,eribulin|paclitaxel,1,"Cells|Cultured Cell Line|Ovarian|Tumor cells, malignant",0,"tissues, cell types and enzyme sources",F,female,0.792667703,NA
GSM1230869,pert,GSE50831,GPL570,eribulin|paclitaxel,1,"Cells|Cultured Cell Line|Ovarian|Tumor cells, malignant",0,"tissues, cell types and enzyme sources",F,female,0.765728403,NA
GSM1230870,pert,GSE50831,GPL570,eribulin|paclitaxel,1,"Cells|Cultured Cell Line|Ovarian|Tumor cells, malignant",0,"tissues, cell types and enzyme sources",F,female,0.83260587,NA
GSM1230871,pert,GSE50831,GPL570,eribulin|paclitaxel,1,"Cells|Cultured Cell Line|Ovarian|Tumor cells, malignant",0,"tissues, cell types and enzyme sources",F,female,0.720151919,NA
GSM672195,pert,GSE27208,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.823136219,FALSE
GSM672201,pert,GSE27208,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.846371294,FALSE
GSM672207,pert,GSE27208,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.857366373,FALSE
GSM672211,pert,GSE27208,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,male,0.585288768,FALSE
GSM672212,pert,GSE27208,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,male,0.685102096,FALSE
GSM672213,pert,GSE27208,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,male,0.661905251,FALSE
GSM672258,pert,GSE27210,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.969351861,FALSE
GSM672274,pert,GSE27210,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.950086376,FALSE
GSM672290,pert,GSE27210,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.964271513,FALSE
GSM672259,pert,GSE27210,GPL570,biomarker|potassium bromide,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.94107364,FALSE
GSM672275,pert,GSE27210,GPL570,biomarker|potassium bromide,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.942279343,FALSE
GSM672291,pert,GSE27210,GPL570,biomarker|potassium bromide,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.943340345,FALSE
GSM469593,pert,GSE18971,GPL4133,Nutlin-3,NA,Cells,NA,NA,NA,NA,NA,NA
GSM469594,pert,GSE18971,GPL4133,Nutlin-3,NA,Cells,NA,NA,NA,NA,NA,NA
GSM469595,pert,GSE18971,GPL4133,Nutlin-3,NA,Cells,NA,NA,NA,NA,NA,NA
GSM469596,pert,GSE18971,GPL4133,Nutlin-3,NA,Cells,NA,NA,NA,NA,NA,NA
GSM469597,pert,GSE18971,GPL4133,Nutlin-3,NA,Cells,NA,NA,NA,NA,NA,NA
GSM469598,pert,GSE18971,GPL4133,Nutlin-3,NA,Cells,NA,NA,NA,NA,NA,NA
GSM469599,pert,GSE18971,GPL4133,Nutlin-3,NA,Cells,NA,NA,NA,NA,NA,NA
GSM469600,pert,GSE18971,GPL4133,Nutlin-3,NA,Cells,NA,NA,NA,NA,NA,NA
GSM469601,pert,GSE18971,GPL4133,Nutlin-3,NA,Cells,NA,NA,NA,NA,NA,NA
GSM469602,pert,GSE18971,GPL4133,Nutlin-3,NA,Cells,NA,NA,NA,NA,NA,NA
GSM469603,pert,GSE18971,GPL4133,Nutlin-3,NA,Cells,NA,NA,NA,NA,NA,NA
GSM469604,pert,GSE18971,GPL4133,Nutlin-3,NA,Cells,NA,NA,NA,NA,NA,NA
GSM469605,pert,GSE18971,GPL4133,Nutlin-3,NA,Cells,NA,NA,NA,NA,NA,NA
GSM469606,pert,GSE18971,GPL4133,Nutlin-3,NA,Cells,NA,NA,NA,NA,NA,NA
GSM469607,pert,GSE18971,GPL4133,Nutlin-3,NA,Cells,NA,NA,NA,NA,NA,NA
GSM469608,pert,GSE18971,GPL4133,Nutlin-3,NA,Cells,NA,NA,NA,NA,NA,NA
GSM672250,pert,GSE27210,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.915303169,FALSE
GSM672251,pert,GSE27210,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.908475652,FALSE
GSM672252,pert,GSE27210,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.874642966,FALSE
GSM1196696,pert,GSE49284,GPL570,adenosyl group|biomarker|dimethyl sulfoxide|histone|inhibitor|L-methionine|lysine,NA,Body tissue|Cultured Cell Line|Entire cell|Lymphoma cells|Oral cavity|Protoplasm,NA,NA,NA,female,0.563939836,NA
GSM1196697,pert,GSE49284,GPL570,adenosyl group|biomarker|dimethyl sulfoxide|histone|inhibitor|L-methionine|lysine,NA,Body tissue|Cultured Cell Line|Entire cell|Lymphoma cells|Oral cavity|Protoplasm,NA,NA,NA,female,0.566296491,NA
GSM1196698,pert,GSE49284,GPL570,adenosyl group|biomarker|dimethyl sulfoxide|histone|inhibitor|L-methionine|lysine,NA,Body tissue|Cultured Cell Line|Entire cell|Lymphoma cells|Oral cavity|Protoplasm,NA,NA,NA,female,0.53032435,NA
GSM1196732,pert,GSE49284,GPL570,adenosyl group|biomarker|dimethyl sulfoxide|histone|inhibitor|L-methionine|lysine,NA,Body tissue|Cultured Cell Line|Entire cell|Lymphoma cells|Oral cavity|Protoplasm,NA,NA,NA,female,0.520867777,NA
GSM1196733,pert,GSE49284,GPL570,adenosyl group|biomarker|dimethyl sulfoxide|histone|inhibitor|L-methionine|lysine,NA,Body tissue|Cultured Cell Line|Entire cell|Lymphoma cells|Oral cavity|Protoplasm,NA,NA,NA,female,0.549156581,NA
GSM1196734,pert,GSE49284,GPL570,adenosyl group|biomarker|dimethyl sulfoxide|histone|inhibitor|L-methionine|lysine,NA,Body tissue|Cultured Cell Line|Entire cell|Lymphoma cells|Oral cavity|Protoplasm,NA,NA,NA,male,0.569563342,NA
GSM1196768,pert,GSE49284,GPL570,adenosyl group|biomarker|dimethyl sulfoxide|histone|inhibitor|L-methionine|lysine,NA,Body tissue|Cultured Cell Line|Entire cell|Lymphoma cells|Oral cavity|Protoplasm,NA,NA,NA,female,0.514014045,NA
GSM1196769,pert,GSE49284,GPL570,adenosyl group|biomarker|dimethyl sulfoxide|histone|inhibitor|L-methionine|lysine,NA,Body tissue|Cultured Cell Line|Entire cell|Lymphoma cells|Oral cavity|Protoplasm,NA,NA,NA,female,0.568002669,NA
GSM1196770,pert,GSE49284,GPL570,adenosyl group|biomarker|dimethyl sulfoxide|histone|inhibitor|L-methionine|lysine,NA,Body tissue|Cultured Cell Line|Entire cell|Lymphoma cells|Oral cavity|Protoplasm,NA,NA,NA,female,0.571276626,NA
GSM1196687,pert,GSE49284,GPL570,adenosyl group|biomarker|dimethyl sulfoxide|histone|inhibitor|L-methionine|lysine,NA,Body tissue|Cultured Cell Line|Entire cell|Lymphoma cells|Oral cavity|Protoplasm,NA,NA,NA,male,0.538931638,NA
GSM1196688,pert,GSE49284,GPL570,adenosyl group|biomarker|dimethyl sulfoxide|histone|inhibitor|L-methionine|lysine,NA,Body tissue|Cultured Cell Line|Entire cell|Lymphoma cells|Oral cavity|Protoplasm,NA,NA,NA,male,0.644103113,NA
GSM1196689,pert,GSE49284,GPL570,adenosyl group|biomarker|dimethyl sulfoxide|histone|inhibitor|L-methionine|lysine,NA,Body tissue|Cultured Cell Line|Entire cell|Lymphoma cells|Oral cavity|Protoplasm,NA,NA,NA,male,0.562516668,NA
GSM1196723,pert,GSE49284,GPL570,adenosyl group|biomarker|dimethyl sulfoxide|histone|inhibitor|L-methionine|lysine,NA,Body tissue|Cultured Cell Line|Entire cell|Lymphoma cells|Oral cavity|Protoplasm,NA,NA,NA,male,0.571511907,NA
GSM1196724,pert,GSE49284,GPL570,adenosyl group|biomarker|dimethyl sulfoxide|histone|inhibitor|L-methionine|lysine,NA,Body tissue|Cultured Cell Line|Entire cell|Lymphoma cells|Oral cavity|Protoplasm,NA,NA,NA,male,0.533386076,NA
GSM1196725,pert,GSE49284,GPL570,adenosyl group|biomarker|dimethyl sulfoxide|histone|inhibitor|L-methionine|lysine,NA,Body tissue|Cultured Cell Line|Entire cell|Lymphoma cells|Oral cavity|Protoplasm,NA,NA,NA,male,0.618699309,NA
GSM1196759,pert,GSE49284,GPL570,adenosyl group|biomarker|dimethyl sulfoxide|histone|inhibitor|L-methionine|lysine,NA,Body tissue|Cultured Cell Line|Entire cell|Lymphoma cells|Oral cavity|Protoplasm,NA,NA,NA,male,0.615713528,NA
GSM1196760,pert,GSE49284,GPL570,adenosyl group|biomarker|dimethyl sulfoxide|histone|inhibitor|L-methionine|lysine,NA,Body tissue|Cultured Cell Line|Entire cell|Lymphoma cells|Oral cavity|Protoplasm,NA,NA,NA,female,0.501725106,NA
GSM1196761,pert,GSE49284,GPL570,adenosyl group|biomarker|dimethyl sulfoxide|histone|inhibitor|L-methionine|lysine,NA,Body tissue|Cultured Cell Line|Entire cell|Lymphoma cells|Oral cavity|Protoplasm,NA,NA,NA,male,0.604901663,NA
GSM1225822,pert,GSE50652,GPL6480,protein|toxin,0,Cells [Chemical/Ingredient]|Cultured Cell Line|Polyribosomes|Pore,793,SH-SY5Y cell,,NA,NA,FALSE
GSM1225823,pert,GSE50652,GPL6480,protein|toxin,0,Cells [Chemical/Ingredient]|Cultured Cell Line|Polyribosomes|Pore,793,SH-SY5Y cell,,NA,NA,FALSE
GSM1225824,pert,GSE50652,GPL6480,protein|toxin,0,Cells [Chemical/Ingredient]|Cultured Cell Line|Polyribosomes|Pore,793,SH-SY5Y cell,,NA,NA,FALSE
GSM1225816,pert,GSE50652,GPL6480,protein|toxin,0,Cells [Chemical/Ingredient]|Cultured Cell Line|Polyribosomes|Pore,793,SH-SY5Y cell,,NA,NA,FALSE
GSM1225817,pert,GSE50652,GPL6480,protein|toxin,0,Cells [Chemical/Ingredient]|Cultured Cell Line|Polyribosomes|Pore,793,SH-SY5Y cell,,NA,NA,FALSE
GSM1225818,pert,GSE50652,GPL6480,protein|toxin,0,Cells [Chemical/Ingredient]|Cultured Cell Line|Polyribosomes|Pore,793,SH-SY5Y cell,,NA,NA,FALSE
GSM132959,pert,GSE5716,GPL570,dimethyl sulfoxide|inhibitor,1,Cultured Cell Line|lymphoblast|T-Lymphocyte,1106,T-cell acute lymphoblastic leukemia cell,,female,0.643486919,FALSE
GSM132961,pert,GSE5716,GPL570,dimethyl sulfoxide|inhibitor,1,Cultured Cell Line|lymphoblast|T-Lymphocyte,1106,T-cell acute lymphoblastic leukemia cell,,female,0.656559706,FALSE
GSM132962,pert,GSE5716,GPL570,dimethyl sulfoxide|inhibitor,1,Cultured Cell Line|lymphoblast|T-Lymphocyte,1106,T-cell acute lymphoblastic leukemia cell,,female,0.688715468,FALSE
GSM132963,pert,GSE5716,GPL570,dimethyl sulfoxide|inhibitor,1,Cultured Cell Line|lymphoblast|T-Lymphocyte,1106,T-cell acute lymphoblastic leukemia cell,,female,0.613311959,FALSE
GSM132932,pert,GSE5716,GPL570,dimethyl sulfoxide|inhibitor,1,Cultured Cell Line|lymphoblast|T-Lymphocyte,1106,T-cell acute lymphoblastic leukemia cell,,male,0.919600857,FALSE
GSM132933,pert,GSE5716,GPL570,dimethyl sulfoxide|inhibitor,1,Cultured Cell Line|lymphoblast|T-Lymphocyte,1106,T-cell acute lymphoblastic leukemia cell,,male,0.880057557,FALSE
GSM132934,pert,GSE5716,GPL570,dimethyl sulfoxide|inhibitor,1,Cultured Cell Line|lymphoblast|T-Lymphocyte,1106,T-cell acute lymphoblastic leukemia cell,,female,0.817822081,FALSE
GSM132935,pert,GSE5716,GPL570,dimethyl sulfoxide|inhibitor,1,Cultured Cell Line|lymphoblast|T-Lymphocyte,1106,T-cell acute lymphoblastic leukemia cell,,female,0.782918814,FALSE
GSM132942,pert,GSE5716,GPL570,dimethyl sulfoxide|inhibitor|plumbylidyne group,1,Cultured Cell Line|lymphoblast|T-Lymphocyte,1106,T-cell acute lymphoblastic leukemia cell,,male,0.555130969,FALSE
GSM132943,pert,GSE5716,GPL570,dimethyl sulfoxide|inhibitor|plumbylidyne group,1,Cultured Cell Line|lymphoblast|T-Lymphocyte,1106,T-cell acute lymphoblastic leukemia cell,,female,0.554951456,FALSE
GSM132945,pert,GSE5716,GPL570,dimethyl sulfoxide|inhibitor,1,Cultured Cell Line|lymphoblast|T-Lymphocyte,1106,T-cell acute lymphoblastic leukemia cell,,male,0.812128903,FALSE
GSM132946,pert,GSE5716,GPL570,dimethyl sulfoxide|inhibitor,1,Cultured Cell Line|lymphoblast|T-Lymphocyte,1106,T-cell acute lymphoblastic leukemia cell,,male,0.842774237,FALSE
GSM132948,pert,GSE5716,GPL570,dimethyl sulfoxide|inhibitor,1,Cultured Cell Line|lymphoblast|T-Lymphocyte,1106,T-cell acute lymphoblastic leukemia cell,,male,0.766413208,FALSE
GSM132951,pert,GSE5716,GPL570,dimethyl sulfoxide|inhibitor,1,Cultured Cell Line|lymphoblast|T-Lymphocyte,1106,T-cell acute lymphoblastic leukemia cell,,male,0.613196284,FALSE
GSM1230725,pert,GSE50831,GPL570,eribulin|paclitaxel,1,"Cells|Cultured Cell Line|Ovarian|Tumor cells, malignant",0,"tissues, cell types and enzyme sources",F,female,0.983287858,NA
GSM1230726,pert,GSE50831,GPL570,eribulin|paclitaxel,1,"Cells|Cultured Cell Line|Ovarian|Tumor cells, malignant",0,"tissues, cell types and enzyme sources",F,female,0.993834446,NA
GSM1230727,pert,GSE50831,GPL570,eribulin|paclitaxel,1,"Cells|Cultured Cell Line|Ovarian|Tumor cells, malignant",0,"tissues, cell types and enzyme sources",F,female,0.99028715,NA
GSM410672,pert,GSE16357,GPL570,,0,Cells|Lymphatic Endothelial Cells,4167,lymphatic endothelial cell,,male,0.916567433,FALSE
GSM410673,pert,GSE16357,GPL570,,0,Cells|Lymphatic Endothelial Cells,4167,lymphatic endothelial cell,,male,0.891856739,FALSE
GSM410674,pert,GSE16357,GPL570,,0,Cells|Lymphatic Endothelial Cells,4167,lymphatic endothelial cell,,male,0.94421905,FALSE
GSM410675,pert,GSE16357,GPL570,,0,Cells|Lymphatic Endothelial Cells,4167,lymphatic endothelial cell,,male,0.946861814,FALSE
GSM410676,pert,GSE16357,GPL570,,0,Cells|Lymphatic Endothelial Cells,4167,lymphatic endothelial cell,,male,0.949889066,FALSE
GSM410677,pert,GSE16357,GPL570,,0,Cells|Lymphatic Endothelial Cells,4167,lymphatic endothelial cell,,male,0.905561379,FALSE
GSM410693,pert,GSE16357,GPL570,,0,Cells|Lymphatic Endothelial Cells,4167,lymphatic endothelial cell,,male,0.823010423,FALSE
GSM410694,pert,GSE16357,GPL570,,0,Cells|Lymphatic Endothelial Cells,4167,lymphatic endothelial cell,,male,0.735868796,FALSE
GSM410695,pert,GSE16357,GPL570,,0,Cells|Lymphatic Endothelial Cells,4167,lymphatic endothelial cell,,male,0.717518154,FALSE
GSM410690,pert,GSE16357,GPL570,,0,Cells|Lymphatic Endothelial Cells,4167,lymphatic endothelial cell,,male,0.792250349,FALSE
GSM410691,pert,GSE16357,GPL570,,0,Cells|Lymphatic Endothelial Cells,4167,lymphatic endothelial cell,,male,0.757047775,FALSE
GSM410692,pert,GSE16357,GPL570,,0,Cells|Lymphatic Endothelial Cells,4167,lymphatic endothelial cell,,male,0.767135488,FALSE
GSM363379,pert,GSE14519,GPL570,arsenic atom|diarsenic trioxide,0,Cells [Chemical/Ingredient]|Cultured Cell Line|Myeloma cell,899,myeloma cell line,,male,0.650372259,TRUE
GSM363383,pert,GSE14519,GPL570,arsenic atom|diarsenic trioxide,0,Cells [Chemical/Ingredient]|Cultured Cell Line|Myeloma cell,899,myeloma cell line,,female,0.797802174,TRUE
GSM363387,pert,GSE14519,GPL570,arsenic atom|diarsenic trioxide,0,Cells [Chemical/Ingredient]|Cultured Cell Line|Myeloma cell,898,myeloma cell,,male,0.720615384,FALSE
GSM363389,pert,GSE14519,GPL570,arsenic atom|diarsenic trioxide,0,Cells [Chemical/Ingredient]|Cultured Cell Line|Myeloma cell,898,myeloma cell,,female,0.522245809,FALSE
GSM363392,pert,GSE14519,GPL570,arsenic atom|diarsenic trioxide,0,Cells [Chemical/Ingredient]|Cultured Cell Line|Myeloma cell,899,myeloma cell line,,female,0.827575402,TRUE
GSM363394,pert,GSE14519,GPL570,arsenic atom|diarsenic trioxide,0,Cells [Chemical/Ingredient]|Cultured Cell Line|Myeloma cell,899,myeloma cell line,,female,0.665984881,TRUE
GSM363396,pert,GSE14519,GPL570,arsenic atom|diarsenic trioxide,0,Cells [Chemical/Ingredient]|Cultured Cell Line|Myeloma cell,899,myeloma cell line,,male,0.866566398,TRUE
GSM363398,pert,GSE14519,GPL570,arsenic atom|diarsenic trioxide,0,Cells [Chemical/Ingredient]|Cultured Cell Line|Myeloma cell,899,myeloma cell line,,male,0.866418472,TRUE
GSM363401,pert,GSE14519,GPL570,arsenic atom|diarsenic trioxide,0,Cells [Chemical/Ingredient]|Cultured Cell Line|Myeloma cell,899,myeloma cell line,,male,0.506835773,TRUE
GSM363403,pert,GSE14519,GPL570,arsenic atom|diarsenic trioxide,0,Cells [Chemical/Ingredient]|Cultured Cell Line|Myeloma cell,899,myeloma cell line,,female,0.769102404,TRUE
GSM363405,pert,GSE14519,GPL570,arsenic atom|diarsenic trioxide,0,Cells [Chemical/Ingredient]|Cultured Cell Line|Myeloma cell,899,myeloma cell line,,female,0.917469334,TRUE
GSM363408,pert,GSE14519,GPL570,arsenic atom|diarsenic trioxide,0,Cells [Chemical/Ingredient]|Cultured Cell Line|Myeloma cell,898,myeloma cell,,male,0.549416626,FALSE
GSM363409,pert,GSE14519,GPL570,arsenic atom|diarsenic trioxide,0,Cells [Chemical/Ingredient]|Cultured Cell Line|Myeloma cell,898,myeloma cell,,male,0.649891828,FALSE
GSM363410,pert,GSE14519,GPL570,arsenic atom|diarsenic trioxide,0,Cells [Chemical/Ingredient]|Cultured Cell Line|Myeloma cell,898,myeloma cell,,female,0.655946448,FALSE
GSM363412,pert,GSE14519,GPL570,arsenic atom|diarsenic trioxide,0,Cells [Chemical/Ingredient]|Cultured Cell Line|Myeloma cell,899,myeloma cell line,,male,0.822446664,TRUE
GSM363413,pert,GSE14519,GPL570,arsenic atom|diarsenic trioxide,0,Cells [Chemical/Ingredient]|Cultured Cell Line|Myeloma cell,899,myeloma cell line,,male,0.702461485,TRUE
GSM363414,pert,GSE14519,GPL570,arsenic atom|diarsenic trioxide,0,Cells [Chemical/Ingredient]|Cultured Cell Line|Myeloma cell,899,myeloma cell line,,male,0.908932744,TRUE
GSM363416,pert,GSE14519,GPL570,arsenic atom|diarsenic trioxide,0,Cells [Chemical/Ingredient]|Cultured Cell Line|Myeloma cell,899,myeloma cell line,,female,0.735128967,TRUE
